Handle,Command,Title,Body HTML,Tags,SEO Title,SEO Description,Metafield: custom.material [single_line_text_field],Metafield: custom.nominal_size [single_line_text_field],Metafield: custom.pattern [single_line_text_field],Metafield: custom.finish [single_line_text_field],Metafield: custom.color_family [single_line_text_field],Metafield: custom.units_per_box [number_integer],Metafield: custom.sqft_per_box [number_decimal],Metafield: custom.thickness_in [number_decimal],Metafield: custom.price_per_sqft [number_decimal],Metafield: custom.price_unit [single_line_text_field],Metafield: custom.source_sku [single_line_text_field]
checkerboard-with-thassos-white-absolute-black-24x24-polished-tile,UPDATE,"Checkerboard Thassos White & Absolute Black Polished 24"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 24"" x 24""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 39.99 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Polished, Large Format","Checkerboard Thassos White & Absolute Black Polished 24"" x 24"" Tile","Checkerboard Thassos White & Absolute Black Polished 24"" x 24"" Tile. Natural marble sold by the box, $38.48 per sq ft. Samples available. Ships across the continental US.",Marble,"24"" x 24""",Checkerboard,Polished,White,10,39.99,0.375,38.48,sq ft,CHTHMARTIL977205
checkers-with-thassos-white-carrara-white-24x24-polished-tile,UPDATE,"Checkerboard Thassos White & Carrara White Polished 24"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 24"" x 24""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 39.99 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Polished, Large Format","Checkerboard Thassos White & Carrara White Polished 24"" x 24"" Tile","Checkerboard Thassos White & Carrara White Polished 24"" x 24"" Tile. Natural marble sold by the box, $38.48 per sq ft. Samples available. Ships across the continental US.",Marble,"24"" x 24""",Checkerboard,Polished,White,10,39.99,0.375,38.48,sq ft,CHTHMARTIL856181
checkers-with-nero-marquina-calacatta-gold-18x18-honed-tile,UPDATE,"Checkerboard Nero Marquina & Calacatta Gold Matte 18"" x 18"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 18"" x 18""</li><li><strong>Finish</strong> — Matte</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 22.5 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Checkerboard, Matte, Large Format","Checkerboard Nero Marquina & Calacatta Gold Matte 18"" x 18"" Tile","Checkerboard Nero Marquina & Calacatta Gold Matte 18"" x 18"" Tile. Natural marble sold by the box, $28.69 per sq ft. Samples available. Ships across the continental US.",Marble,"18"" x 18""",Checkerboard,Matte,White,10,22.5,0.375,28.69,sq ft,CHNEMARTIL782965
checkerboard-with-thassos-white-nero-marquina-24x24-polished-tile,UPDATE,"Checkerboard Thassos White - Nero Marquina Polished 24"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 24"" x 24""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Checkerboard</li><li><strong>Colour family</strong> — Black</li><li><strong>Coverage</strong> — 40.0 sq ft per box (10 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Black, Checkerboard, Polished, Large Format","Checkerboard Thassos White - Nero Marquina Polished 24"" x 24"" Tile","Checkerboard Thassos White - Nero Marquina Polished 24"" x 24"" Tile. Natural marble sold by the box, $38.14 per sq ft. Samples available. Ships across the continental US.",Marble,"24"" x 24""",Checkerboard,Polished,Black,10,40.0,0.375,38.14,sq ft,CHWIMARTIL287925
white-carrara-polished-1x6-herringbone-marble-mosaic,UPDATE,"White Carrara Polished Herringbone Marble 1"" x 6"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 1"" x 6""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Herringbone</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 9.6 sq ft per box (10 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Herringbone, Polished","White Carrara Polished Herringbone Marble 1"" x 6"" Mosaic","White Carrara Polished Herringbone Marble 1"" x 6"" Mosaic. Natural marble sold by the box, $107.92 per sq ft. Samples available. Ships across the continental US.",Marble,"1"" x 6""",Herringbone,Polished,White,10,9.6,0.375,107.92,sq ft,WHCAMARMOS426933
thassos-white-greek-marble-mosaic-3-8-berlinetta-design-thassos-w-blue-gray-mosaic,UPDATE,"Thassos Pure White Marble Berlinetta w/ Blue-Gray 12"" x 9 3/8"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 9 3/8""</li><li><strong>Finish</strong> — Polished</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 6.4 sq ft per box (6 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White, Polished","Thassos Pure White Marble Berlinetta w/ Blue-Gray 12"" x 9 3/8"" Mosaic ","Thassos Pure White Marble Berlinetta w/ Blue-Gray 12"" x 9 3/8"" Mosaic — Polished. Natural marble sold by the box, $29.62 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 9 3/8""",,Polished,White,6,6.4,0.375,29.62,sq ft,THWHMARMOS263349
royal-block-thassos-black-marble-polished-backsplash,UPDATE,"Brickful Thassos & Black Marble 10"" x 10"" Tile — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 10"" x 10""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Brick</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 5.6 sq ft per box (8 pieces)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, White, Brick, Polished","Brickful Thassos & Black Marble 10"" x 10"" Tile — Polished","Brickful Thassos & Black Marble 10"" x 10"" Tile — Polished. Natural marble sold by the box, $29.59 per sq ft. Samples available. Ships across the continental US.",Marble,"10"" x 10""",Brick,Polished,White,8,5.6,0.375,29.59,sq ft,BRTHMARMOS181045
royal-block-thassos-carrara-marble-polished-backsplash,UPDATE,"Brickful Thassos & Carrara Marble 10"" x 10"" Mosaic — Polished","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 10"" x 10""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Brick</li><li><strong>Colour family</strong> — Grey</li><li><strong>Coverage</strong> — 5.6 sq ft per box (6 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Grey, Brick, Polished","Brickful Thassos & Carrara Marble 10"" x 10"" Mosaic — Polished","Brickful Thassos & Carrara Marble 10"" x 10"" Mosaic — Polished. Natural marble sold by the box, $29.59 per sq ft. Samples available. Ships across the continental US.",Marble,"10"" x 10""",Brick,Polished,Grey,6,5.6,0.375,29.59,sq ft,BRTHMARMOS030133
daisy-bloom-calacatta-11-75-x-13-25-mosaic-tile-1,UPDATE,"Daisy Bloom Calacatta 11 3/4"" x 13 1/4"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 11 3/4"" x 13 1/4""</li><li><strong>Colour family</strong> — White</li><li><strong>Coverage</strong> — 11.89 sq ft per box (12 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, White","Daisy Bloom Calacatta 11 3/4"" x 13 1/4"" Mosaic","Daisy Bloom Calacatta 11 3/4"" x 13 1/4"" Mosaic. Natural marble sold by the box, $42.46 per sq ft. Samples available. Ships across the continental US.",Marble,"11 3/4"" x 13 1/4""",,,White,12,11.89,0.375,42.46,sq ft,DABLMARMOS104565
calacatta-oliva-marble-molding-1-2-x-12-pencil-liner,UPDATE,"Calacatta Oliva Marble Pencil Liner Trim - Polish 1/2"" x 12""","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 1/2"" x 12""</li><li><strong>Colour family</strong> — White</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Trim, Natural Stone, Wall, White","Calacatta Oliva Marble Pencil Liner Trim - Polish 1/2"" x 12""","Calacatta Oliva Marble Pencil Liner Trim - Polish 1/2"" x 12"". Natural marble sold by the piece, $78.00 per piece. Samples available. Ships across the continental US.",Marble,"1/2"" x 12""",,,White,1,,0.75,78.00,piece,CAOLMARTRI190901
crema-marfil-leathered-marble-tile-16-x-24,UPDATE,"Crema Marfil Leathered Marble 16"" x 24"" Tile","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 16"" x 24""</li><li><strong>Finish</strong> — Leathered</li><li><strong>Colour family</strong> — Beige</li><li><strong>Sold by</strong> — the piece</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Floor & Wall Tile, Natural Stone, Floor, Wall, Beige, Leathered, Large Format","Crema Marfil Leathered Marble 16"" x 24"" Tile","Crema Marfil Leathered Marble 16"" x 24"" Tile. Natural marble sold by the piece, $49.40 per piece. Samples available. Ships across the continental US.",Marble,"16"" x 24""",,Leathered,Beige,1,,0.375,49.40,piece,CRMAMARTIL942325
artistic-ex-thassos-blue-marble-polished-floor-wall-mosaic,UPDATE,"Arty Thassos Marble Polished - Blue 12"" x 12"" Mosaic","<p>A natural marble, cut and finished for interiors. Every block comes out of the quarry differently, so shade, veining and movement shift from piece to piece — that variation is the material itself, not a fault in it.</p><ul><li><strong>Material</strong> — Marble</li><li><strong>Nominal size</strong> — 12"" x 12""</li><li><strong>Finish</strong> — Polished</li><li><strong>Pattern</strong> — Square</li><li><strong>Colour family</strong> — Blue</li><li><strong>Coverage</strong> — 6.72 sq ft per box (7 sheets)</li></ul><p>Order a sample before committing to a full floor or wall. We recommend adding 10–15% to your measured area for cuts and waste; 20% for herringbone, chevron and other diagonal layouts.</p>","Marble, Mosaic Tile, Natural Stone, Backsplash, Wall, Shower Wall, Blue, Square, Polished","Arty Thassos Marble Polished - Blue 12"" x 12"" Mosaic","Arty Thassos Marble Polished - Blue 12"" x 12"" Mosaic. Natural marble sold by the box, $28.57 per sq ft. Samples available. Ships across the continental US.",Marble,"12"" x 12""",Square,Polished,Blue,7,6.72,0.375,28.57,sq ft,ARTHMARMOS665589
